vote_id,voter_id,station_id,vote_date
98,117,4,2024-04-01
99,118,161,2024-04-01
100,119,2,2024-04-01
101,121,65,2024-04-01
102,122,26,2024-04-01
103,123,102,2024-04-01
104,123,192,2024-04-01
105,124,83,2024-04-01
106,125,167,2024-04-01
107,126,45,2024-04-01
108,127,13,2024-04-01
109,128,29,2024-04-01
110,129,22,2024-04-01
111,131,150,2024-04-01
112,132,65,2024-04-01
113,134,21,2024-04-01
114,135,60,2024-04-01
115,136,143,2024-04-01
116,137,50,2024-04-01
117,138,97,2024-04-01
118,140,176,2024-04-01
119,145,56,2024-04-01
120,146,68,2024-04-01
121,147,120,2024-04-01
122,149,93,2024-04-01
123,149,82,2024-04-01
124,150,36,2024-04-01
125,151,136,2024-04-01
126,152,6,2024-04-01
127,153,135,2024-04-01
128,154,74,2024-04-01
129,155,164,2024-04-01
130,156,58,2024-04-01
131,156,8,2024-04-01
132,157,196,2024-04-01
133,158,156,2024-04-01
134,159,82,2024-04-01
135,161,119,2024-04-01
136,162,63,2024-04-01
137,163,171,2024-04-01
138,164,59,2024-04-01
139,165,36,2024-04-01
140,165,137,2024-04-01
141,166,103,2024-04-01
142,169,62,2024-04-01
143,170,160,2024-04-01
144,171,43,2024-04-01
145,173,107,2024-04-01
146,173,195,2024-04-01
147,174,134,2024-04-01
148,175,192,2024-04-01
149,175,162,2024-04-01
150,176,139,2024-04-01
151,177,30,2024-04-01
152,178,57,2024-04-01
153,179,7,2024-04-01
154,180,83,2024-04-01
155,181,86,2024-04-01
156,182,173,2024-04-01
157,183,198,2024-04-01
158,184,43,2024-04-01
159,185,157,2024-04-01
160,186,148,2024-04-01
161,186,26,2024-04-01
162,187,187,2024-04-01
163,188,61,2024-04-01
164,189,46,2024-04-01
165,192,38,2024-04-01
166,193,19,2024-04-01
167,194,160,2024-04-01
168,195,151,2024-04-01
169,196,198,2024-04-01
170,197,147,2024-04-01
171,198,126,2024-04-01
172,200,145,2024-04-01
173,203,175,2024-04-01
174,204,173,2024-04-01
175,205,117,2024-04-01
176,206,109,2024-04-01
177,207,168,2024-04-01
178,208,27,2024-04-01
179,209,75,2024-04-01
180,209,187,2024-04-01
181,211,4,2024-04-01
182,212,64,2024-04-01
183,213,180,2024-04-01
184,213,38,2024-04-01
185,214,65,2024-04-01
186,216,58,2024-04-01
187,219,121,2024-04-01
188,220,52,2024-04-01
189,221,59,2024-04-01
190,222,196,2024-04-01
191,222,75,2024-04-01
192,223,1,2024-04-01
193,224,158,2024-04-01
194,225,76,2024-04-01
195,226,173,2024-04-01
196,227,42,2024-04-01
197,228,196,2024-04-01
198,230,41,2024-04-01
199,231,91,2024-04-01
200,232,5,2024-04-01
201,233,21,2024-04-01
202,234,78,2024-04-01
203,235,182,2024-04-01
204,236,45,2024-04-01
205,237,54,2024-04-01
206,238,35,2024-04-01
207,238,34,2024-04-01
208,239,191,2024-04-01
209,240,181,2024-04-01
210,242,164,2024-04-01
211,243,85,2024-04-01
212,243,53,2024-04-01
213,244,197,2024-04-01
214,244,147,2024-04-01
215,245,8,2024-04-01
216,245,156,2024-04-01
217,246,102,2024-04-01
218,247,110,2024-04-01
219,248,121,2024-04-01
220,249,64,2024-04-01
221,250,96,2024-04-01
222,251,5,2024-04-01
223,252,68,2024-04-01
224,253,176,2024-04-01
225,254,189,2024-04-01
226,255,85,2024-04-01
227,256,105,2024-04-01
228,257,106,2024-04-01
229,259,34,2024-04-01
230,260,2,2024-04-01
231,261,157,2024-04-01
232,263,181,2024-04-01
233,264,198,2024-04-01
234,265,42,2024-04-01
235,266,179,2024-04-01
236,267,170,2024-04-01
237,268,13,2024-04-01
238,269,50,2024-04-01
239,271,61,2024-04-01
240,272,15,2024-04-01
241,275,45,2024-04-01
242,275,88,2024-04-01
243,276,153,2024-04-01
244,277,23,2024-04-01
245,278,41,2024-04-01
246,280,47,2024-04-01
247,281,142,2024-04-01
248,282,57,2024-04-01
249,283,137,2024-04-01
250,284,6,2024-04-01
251,284,66,2024-04-01
252,286,130,2024-04-01
253,286,2,2024-04-01
254,287,31,2024-04-01
255,289,80,2024-04-01
256,291,57,2024-04-01
257,292,178,2024-04-01
258,293,94,2024-04-01
259,294,84,2024-04-01
260,295,105,2024-04-01
261,296,154,2024-04-01
262,297,28,2024-04-01
263,298,152,2024-04-01
264,299,182,2024-04-01
265,300,106,2024-04-01
266,302,197,2024-04-01
267,304,1,2024-04-01
268,304,141,2024-04-01
269,305,92,2024-04-01
270,307,10,2024-04-01
271,307,194,2024-04-01
272,308,43,2024-04-01
273,309,52,2024-04-01
274,310,199,2024-04-01
275,311,132,2024-04-01
276,312,175,2024-04-01
277,313,130,2024-04-01
278,314,151,2024-04-01
279,315,176,2024-04-01
280,317,28,2024-04-01
281,318,188,2024-04-01
282,320,148,2024-04-01
283,323,85,2024-04-01
284,324,57,2024-04-01
285,324,55,2024-04-01
286,325,139,2024-04-01
287,327,38,2024-04-01
288,328,144,2024-04-01
289,330,27,2024-04-01
290,331,199,2024-04-01
291,332,102,2024-04-01
292,333,146,2024-04-01
293,334,61,2024-04-01
294,335,150,2024-04-01
295,339,71,2024-04-01
296,340,165,2024-04-01
297,341,80,2024-04-01
298,342,12,2024-04-01
299,343,44,2024-04-01
300,344,164,2024-04-01
301,345,168,2024-04-01
302,346,91,2024-04-01
303,348,188,2024-04-01
304,349,167,2024-04-01
305,351,85,2024-04-01
306,353,190,2024-04-01
307,354,181,2024-04-01
308,355,94,2024-04-01
309,355,130,2024-04-01
310,357,173,2024-04-01
311,358,142,2024-04-01
312,359,80,2024-04-01
313,361,10,2024-04-01
314,362,54,2024-04-01
315,362,15,2024-04-01
316,364,176,2024-04-01
317,366,176,2024-04-01
318,367,169,2024-04-01
319,368,126,2024-04-01
320,369,150,2024-04-01
321,370,184,2024-04-01
322,371,4,2024-04-01
323,372,149,2024-04-01
324,373,142,2024-04-01
325,374,187,2024-04-01
326,375,36,2024-04-01
327,377,51,2024-04-01
328,378,178,2024-04-01
329,379,31,2024-04-01
330,380,68,2024-04-01
331,381,36,2024-04-01
332,383,20,2024-04-01
333,384,85,2024-04-01
334,386,81,2024-04-01
335,387,11,2024-04-01
336,389,30,2024-04-01
337,390,108,2024-04-01
338,392,93,2024-04-01
339,392,145,2024-04-01
340,393,101,2024-04-01
341,394,142,2024-04-01
342,395,153,2024-04-01
343,395,24,2024-04-01
344,397,194,2024-04-01
345,398,84,2024-04-01
346,399,27,2024-04-01
347,401,139,2024-04-01
348,402,162,2024-04-01
349,403,73,2024-04-01
350,404,64,2024-04-01
351,405,95,2024-04-01
352,405,95,2024-04-01
353,406,149,2024-04-01
354,406,86,2024-04-01
355,407,55,2024-04-01
356,407,181,2024-04-01
357,408,128,2024-04-01
358,409,173,2024-04-01
359,410,60,2024-04-01
360,411,50,2024-04-01
361,412,68,2024-04-01
362,413,8,2024-04-01
363,414,63,2024-04-01
364,415,170,2024-04-01
365,419,5,2024-04-01
366,419,48,2024-04-01
367,421,114,2024-04-01
368,422,6,2024-04-01
369,423,156,2024-04-01
370,424,119,2024-04-01
371,425,88,2024-04-01
372,426,15,2024-04-01
373,427,65,2024-04-01
374,428,112,2024-04-01
375,429,30,2024-04-01
376,430,142,2024-04-01
377,431,194,2024-04-01
378,432,189,2024-04-01
379,433,190,2024-04-01
380,434,97,2024-04-01
381,435,29,2024-04-01
382,436,7,2024-04-01
383,437,107,2024-04-01
384,438,144,2024-04-01
385,439,60,2024-04-01
386,440,72,2024-04-01
387,441,81,2024-04-01
388,442,126,2024-04-01
389,443,114,2024-04-01
390,444,38,2024-04-01
391,445,41,2024-04-01
392,446,178,2024-04-01
393,447,21,2024-04-01
394,449,142,2024-04-01
395,449,14,2024-04-01
396,451,94,2024-04-01
397,452,190,2024-04-01
398,454,146,2024-04-01
399,455,5,2024-04-01
400,456,68,2024-04-01
401,457,66,2024-04-01
402,460,116,2024-04-01
403,461,121,2024-04-01
404,462,67,2024-04-01
405,462,4,2024-04-01
406,463,179,2024-04-01
407,464,123,2024-04-01
408,465,14,2024-04-01
409,467,132,2024-04-01
410,467,129,2024-04-01
411,468,40,2024-04-01
412,468,140,2024-04-01
413,469,16,2024-04-01
414,470,38,2024-04-01
415,472,165,2024-04-01
416,473,113,2024-04-01
417,474,127,2024-04-01
418,475,109,2024-04-01
419,476,184,2024-04-01
420,477,52,2024-04-01
421,478,165,2024-04-01
422,479,121,2024-04-01
423,481,17,2024-04-01
424,482,49,2024-04-01
425,485,35,2024-04-01
426,485,143,2024-04-01
427,486,96,2024-04-01
428,487,103,2024-04-01
429,488,155,2024-04-01
430,489,175,2024-04-01
431,490,113,2024-04-01
432,491,121,2024-04-01
433,492,186,2024-04-01
434,493,27,2024-04-01
435,494,120,2024-04-01
436,495,15,2024-04-01
437,496,73,2024-04-01
438,497,141,2024-04-01
439,498,153,2024-04-01
440,499,166,2024-04-01
441,501,84,2024-04-01
442,503,147,2024-04-01
443,503,1,2024-04-01
444,504,28,2024-04-01
445,505,8,2024-04-01
446,506,13,2024-04-01
447,507,145,2024-04-01
448,508,161,2024-04-01
449,509,45,2024-04-01
450,510,173,2024-04-01
451,511,121,2024-04-01
452,511,94,2024-04-01
453,513,166,2024-04-01
454,514,170,2024-04-01
455,516,154,2024-04-01
456,517,192,2024-04-01
457,519,195,2024-04-01
458,520,170,2024-04-01
459,521,190,2024-04-01
460,522,15,2024-04-01
461,523,29,2024-04-01
462,524,113,2024-04-01
463,525,175,2024-04-01
464,525,94,2024-04-01
465,526,49,2024-04-01
466,527,157,2024-04-01
467,527,197,2024-04-01
468,528,109,2024-04-01
469,529,147,2024-04-01
470,530,115,2024-04-01
471,531,174,2024-04-01
472,533,136,2024-04-01
473,534,23,2024-04-01
474,536,12,2024-04-01
475,537,158,2024-04-01
476,538,21,2024-04-01
477,539,9,2024-04-01
478,540,87,2024-04-01
479,541,189,2024-04-01
480,542,66,2024-04-01
481,543,159,2024-04-01
482,544,47,2024-04-01
483,545,82,2024-04-01
484,546,152,2024-04-01
485,547,24,2024-04-01
486,547,178,2024-04-01
487,550,19,2024-04-01
488,552,131,2024-04-01
489,553,187,2024-04-01
490,554,43,2024-04-01
491,555,148,2024-04-01
492,556,54,2024-04-01
493,557,186,2024-04-01
494,558,178,2024-04-01
495,560,11,2024-04-01
496,562,68,2024-04-01
497,563,127,2024-04-01
498,564,86,2024-04-01
499,566,148,2024-04-01
500,567,124,2024-04-01
501,569,157,2024-04-01
502,570,195,2024-04-01
503,572,156,2024-04-01
504,573,79,2024-04-01
505,574,150,2024-04-01
506,575,27,2024-04-01
507,576,65,2024-04-01
508,577,47,2024-04-01
509,577,21,2024-04-01
510,578,47,2024-04-01
511,579,70,2024-04-01
512,580,47,2024-04-01
513,581,110,2024-04-01
514,582,167,2024-04-01
515,583,139,2024-04-01
516,584,85,2024-04-01
517,584,76,2024-04-01
518,585,116,2024-04-01
519,586,61,2024-04-01
520,586,72,2024-04-01
521,587,35,2024-04-01
522,587,185,2024-04-01
523,591,1,2024-04-01
524,592,112,2024-04-01
525,592,47,2024-04-01
526,593,17,2024-04-01
527,595,64,2024-04-01
528,596,40,2024-04-01
529,599,123,2024-04-01
530,600,172,2024-04-01
531,601,18,2024-04-01
532,603,35,2024-04-01
533,604,62,2024-04-01
534,606,120,2024-04-01
535,606,8,2024-04-01
536,607,65,2024-04-01
537,608,60,2024-04-01
538,609,181,2024-04-01
539,610,77,2024-04-01
540,611,113,2024-04-01
541,613,167,2024-04-01
542,614,18,2024-04-01
543,614,138,2024-04-01
544,615,73,2024-04-01
545,616,91,2024-04-01
546,617,27,2024-04-01
547,618,140,2024-04-01
548,619,48,2024-04-01
549,620,195,2024-04-01
550,621,107,2024-04-01
551,621,20,2024-04-01
552,622,89,2024-04-01
553,623,132,2024-04-01
554,624,111,2024-04-01
555,625,21,2024-04-01
556,626,161,2024-04-01
557,628,36,2024-04-01
558,629,170,2024-04-01
559,630,111,2024-04-01
560,631,81,2024-04-01
561,631,158,2024-04-01
562,632,183,2024-04-01
563,633,45,2024-04-01
564,634,178,2024-04-01
565,637,40,2024-04-01
566,638,57,2024-04-01
567,640,143,2024-04-01
568,642,194,2024-04-01
569,644,5,2024-04-01
570,645,98,2024-04-01
571,646,33,2024-04-01
572,646,114,2024-04-01
573,648,35,2024-04-01
574,649,170,2024-04-01
575,650,37,2024-04-01
576,651,8,2024-04-01
577,652,130,2024-04-01
578,654,69,2024-04-01
579,655,191,2024-04-01
580,656,138,2024-04-01
581,657,164,2024-04-01
582,658,194,2024-04-01
583,659,181,2024-04-01
584,659,95,2024-04-01
585,660,109,2024-04-01
586,661,34,2024-04-01
587,661,116,2024-04-01
588,662,10,2024-04-01
589,663,87,2024-04-01
590,664,121,2024-04-01
591,665,199,2024-04-01
592,665,119,2024-04-01
593,666,33,2024-04-01
594,667,115,2024-04-01
595,669,66,2024-04-01
596,670,40,2024-04-01
597,671,106,2024-04-01
598,672,180,2024-04-01
599,673,116,2024-04-01
600,673,118,2024-04-01
601,674,27,2024-04-01
602,675,138,2024-04-01
603,675,18,2024-04-01
604,676,164,2024-04-01
605,677,166,2024-04-01
606,678,88,2024-04-01
607,679,72,2024-04-01
608,680,68,2024-04-01
609,680,192,2024-04-01
610,681,59,2024-04-01
611,682,160,2024-04-01
612,685,85,2024-04-01
613,686,177,2024-04-01
614,687,109,2024-04-01
615,689,81,2024-04-01
616,690,72,2024-04-01
617,692,106,2024-04-01
618,693,83,2024-04-01
619,694,184,2024-04-01
620,695,63,2024-04-01
621,696,31,2024-04-01
622,697,128,2024-04-01
623,697,24,2024-04-01
624,699,64,2024-04-01
625,700,14,2024-04-01
626,701,199,2024-04-01
627,703,30,2024-04-01
628,704,118,2024-04-01
629,705,84,2024-04-01
630,706,163,2024-04-01
631,707,131,2024-04-01
632,708,82,2024-04-01
633,710,159,2024-04-01
634,711,149,2024-04-01
635,712,127,2024-04-01
636,713,146,2024-04-01
637,714,88,2024-04-01
638,715,177,2024-04-01
639,716,182,2024-04-01
640,717,77,2024-04-01
641,718,74,2024-04-01
642,720,42,2024-04-01
643,721,170,2024-04-01
644,723,117,2024-04-01
645,723,172,2024-04-01
646,724,129,2024-04-01
647,725,101,2024-04-01
648,726,18,2024-04-01
649,727,24,2024-04-01
650,728,126,2024-04-01
651,728,76,2024-04-01
652,729,16,2024-04-01
653,731,35,2024-04-01
654,732,160,2024-04-01
655,734,188,2024-04-01
656,735,15,2024-04-01
657,736,175,2024-04-01
658,738,44,2024-04-01
659,738,189,2024-04-01
660,741,45,2024-04-01
661,742,112,2024-04-01
662,742,60,2024-04-01
663,743,6,2024-04-01
664,744,184,2024-04-01
665,745,10,2024-04-01
666,746,43,2024-04-01
667,747,150,2024-04-01
668,748,73,2024-04-01
669,750,23,2024-04-01
670,750,35,2024-04-01
671,752,84,2024-04-01
672,752,78,2024-04-01
673,753,153,2024-04-01
674,754,30,2024-04-01
675,754,53,2024-04-01
676,755,187,2024-04-01
677,757,94,2024-04-01
678,758,154,2024-04-01
679,759,178,2024-04-01
680,760,140,2024-04-01
681,761,62,2024-04-01
682,762,197,2024-04-01
683,763,43,2024-04-01
684,764,182,2024-04-01
685,765,58,2024-04-01
686,766,79,2024-04-01
687,767,135,2024-04-01
688,769,136,2024-04-01
689,770,174,2024-04-01
690,771,41,2024-04-01
691,772,28,2024-04-01
692,773,10,2024-04-01
693,774,56,2024-04-01
694,775,144,2024-04-01
695,776,25,2024-04-01
696,777,195,2024-04-01
697,778,103,2024-04-01
698,779,183,2024-04-01
699,779,179,2024-04-01
700,782,56,2024-04-01
701,783,24,2024-04-01
702,783,159,2024-04-01
703,784,196,2024-04-01
704,785,8,2024-04-01
705,786,41,2024-04-01
706,787,64,2024-04-01
707,788,152,2024-04-01
708,789,127,2024-04-01
709,790,122,2024-04-01
710,791,184,2024-04-01
711,792,181,2024-04-01
712,793,168,2024-04-01
713,794,97,2024-04-01
714,795,101,2024-04-01
715,796,128,2024-04-01
716,798,167,2024-04-01
717,800,15,2024-04-01
718,800,81,2024-04-01
719,801,113,2024-04-01
720,805,98,2024-04-01
721,807,119,2024-04-01
722,808,156,2024-04-01
723,809,102,2024-04-01
724,809,102,2024-04-01
725,810,184,2024-04-01
726,811,56,2024-04-01
727,812,127,2024-04-01
728,813,134,2024-04-01
729,815,17,2024-04-01
730,816,108,2024-04-01
731,817,77,2024-04-01
732,818,193,2024-04-01
733,819,200,2024-04-01
734,820,179,2024-04-01
735,821,50,2024-04-01
736,822,63,2024-04-01
737,823,2,2024-04-01
738,825,84,2024-04-01
739,828,87,2024-04-01
740,829,29,2024-04-01
741,830,148,2024-04-01
742,832,80,2024-04-01
743,832,133,2024-04-01
744,834,127,2024-04-01
745,835,141,2024-04-01
746,835,182,2024-04-01
747,836,145,2024-04-01
748,838,137,2024-04-01
749,838,5,2024-04-01
750,839,106,2024-04-01
751,840,80,2024-04-01
752,841,71,2024-04-01
753,842,183,2024-04-01
754,843,126,2024-04-01
755,844,103,2024-04-01
756,845,89,2024-04-01
757,847,10,2024-04-01
758,848,78,2024-04-01
759,849,192,2024-04-01
760,850,21,2024-04-01
761,851,29,2024-04-01
762,852,180,2024-04-01
763,853,107,2024-04-01
764,854,79,2024-04-01
765,855,51,2024-04-01
766,857,43,2024-04-01
767,858,86,2024-04-01
768,859,70,2024-04-01
769,860,67,2024-04-01
770,861,64,2024-04-01
771,862,200,2024-04-01
772,865,69,2024-04-01
773,867,174,2024-04-01
774,868,72,2024-04-01
775,871,109,2024-04-01
776,872,2,2024-04-01
777,874,165,2024-04-01
778,874,36,2024-04-01
779,875,57,2024-04-01
780,877,69,2024-04-01
781,878,167,2024-04-01
782,881,54,2024-04-01
783,882,137,2024-04-01
784,883,15,2024-04-01
785,885,116,2024-04-01
786,886,50,2024-04-01
787,887,155,2024-04-01
788,888,93,2024-04-01
789,889,49,2024-04-01
790,890,67,2024-04-01
791,892,62,2024-04-01
792,892,71,2024-04-01
793,894,49,2024-04-01
794,898,45,2024-04-01
795,901,86,2024-04-01
796,903,153,2024-04-01
797,905,100,2024-04-01
798,906,36,2024-04-01
799,909,179,2024-04-01
800,910,112,2024-04-01
801,911,129,2024-04-01
802,912,107,2024-04-01
803,914,184,2024-04-01
804,914,18,2024-04-01
805,915,70,2024-04-01
806,916,73,2024-04-01
807,917,48,2024-04-01
808,918,105,2024-04-01
809,919,42,2024-04-01
810,920,132,2024-04-01
811,920,156,2024-04-01
812,921,175,2024-04-01
813,923,120,2024-04-01
814,924,33,2024-04-01
815,924,175,2024-04-01
816,925,168,2024-04-01
817,926,20,2024-04-01
818,927,70,2024-04-01
819,929,78,2024-04-01
820,929,144,2024-04-01
821,930,74,2024-04-01
822,931,164,2024-04-01
823,934,39,2024-04-01
824,935,139,2024-04-01
825,936,44,2024-04-01
826,937,183,2024-04-01
827,938,126,2024-04-01
828,939,169,2024-04-01
829,940,107,2024-04-01
830,940,84,2024-04-01
831,941,183,2024-04-01
832,942,88,2024-04-01
833,943,187,2024-04-01
834,944,135,2024-04-01
835,948,153,2024-04-01
836,949,1,2024-04-01
837,949,125,2024-04-01
838,950,107,2024-04-01
839,951,103,2024-04-01
840,952,167,2024-04-01
841,953,150,2024-04-01
842,955,118,2024-04-01
843,956,188,2024-04-01
844,957,126,2024-04-01
845,958,198,2024-04-01
846,959,167,2024-04-01
847,959,196,2024-04-01
848,960,62,2024-04-01
849,961,124,2024-04-01
850,963,187,2024-04-01
851,964,121,2024-04-01
852,965,162,2024-04-01
853,966,86,2024-04-01
854,968,187,2024-04-01
855,969,141,2024-04-01
856,971,147,2024-04-01
857,973,104,2024-04-01
858,974,139,2024-04-01
859,975,53,2024-04-01
860,975,141,2024-04-01
861,978,17,2024-04-01
862,979,172,2024-04-01
863,980,197,2024-04-01
864,980,184,2024-04-01
865,981,175,2024-04-01
866,983,192,2024-04-01
867,984,115,2024-04-01
868,984,12,2024-04-01
869,986,136,2024-04-01
870,987,107,2024-04-01
871,989,149,2024-04-01
872,990,193,2024-04-01
873,991,132,2024-04-01
874,992,153,2024-04-01
875,993,112,2024-04-01
876,994,113,2024-04-01
877,997,16,2024-04-01
878,999,69,2024-04-01
879,1001,110,2024-04-01
880,1002,71,2024-04-01
881,1003,42,2024-04-01
882,1004,151,2024-04-01
883,1005,90,2024-04-01
884,1006,11,2024-04-01
885,1006,50,2024-04-01
886,1007,194,2024-04-01
887,1008,46,2024-04-01
888,1009,58,2024-04-01
889,1009,15,2024-04-01
890,1010,100,2024-04-01
891,1011,89,2024-04-01
892,1011,44,2024-04-01
893,1013,62,2024-04-01
894,1014,195,2024-04-01
895,1014,9,2024-04-01
896,1016,67,2024-04-01
897,1017,98,2024-04-01
898,1018,132,2024-04-01
899,1019,70,2024-04-01
900,1020,95,2024-04-01
901,1021,143,2024-04-01
902,1022,148,2024-04-01
903,1023,185,2024-04-01
904,1024,54,2024-04-01
905,1025,105,2024-04-01
906,1025,154,2024-04-01
907,1027,60,2024-04-01
908,1028,39,2024-04-01
909,1029,103,2024-04-01
910,1030,134,2024-04-01
911,1030,60,2024-04-01
912,1031,57,2024-04-01
913,1032,87,2024-04-01
914,1033,10,2024-04-01
915,1034,121,2024-04-01
916,1036,14,2024-04-01
917,1037,80,2024-04-01
918,1038,9,2024-04-01
919,1039,69,2024-04-01
920,1040,195,2024-04-01
921,1041,161,2024-04-01
922,1042,54,2024-04-01
923,1043,163,2024-04-01
924,1044,93,2024-04-01
925,1045,161,2024-04-01
926,1047,26,2024-04-01
927,1048,165,2024-04-01
928,1049,176,2024-04-01
929,1050,108,2024-04-01
930,1051,5,2024-04-01
931,1053,95,2024-04-01
932,1055,177,2024-04-01
933,1056,171,2024-04-01
934,1057,119,2024-04-01
935,1058,75,2024-04-01
936,1059,38,2024-04-01
937,1060,166,2024-04-01
938,1063,158,2024-04-01
939,1064,34,2024-04-01
940,1065,163,2024-04-01
941,1067,158,2024-04-01
942,1069,173,2024-04-01
943,1069,133,2024-04-01
944,1071,96,2024-04-01
945,1072,153,2024-04-01
946,1073,173,2024-04-01
947,1074,93,2024-04-01
948,1075,187,2024-04-01
949,1076,102,2024-04-01
950,1077,189,2024-04-01
951,1078,172,2024-04-01
952,1079,118,2024-04-01
953,1080,107,2024-04-01
954,1081,146,2024-04-01
955,1082,64,2024-04-01
956,1083,186,2024-04-01
957,1084,1,2024-04-01
958,1085,80,2024-04-01
959,1086,44,2024-04-01
960,1087,145,2024-04-01
961,1088,174,2024-04-01
962,1089,174,2024-04-01
963,1091,158,2024-04-01
964,1092,2,2024-04-01
965,1093,83,2024-04-01
966,1094,93,2024-04-01
967,1095,95,2024-04-01
968,1096,132,2024-04-01
969,1097,39,2024-04-01
970,1098,170,2024-04-01
971,1099,120,2024-04-01
972,1101,175,2024-04-01
973,1102,189,2024-04-01
974,1103,53,2024-04-01
975,1104,44,2024-04-01
976,1106,116,2024-04-01
977,1106,69,2024-04-01
978,1107,17,2024-04-01
979,1108,25,2024-04-01
980,1109,3,2024-04-01
981,1110,102,2024-04-01
982,1111,192,2024-04-01
983,1112,191,2024-04-01
984,1112,40,2024-04-01
985,1113,194,2024-04-01
986,1114,147,2024-04-01
987,1115,121,2024-04-01
988,1116,162,2024-04-01
989,1118,15,2024-04-01
990,1118,158,2024-04-01
991,1119,127,2024-04-01
992,1120,198,2024-04-01
993,1121,164,2024-04-01
994,1123,193,2024-04-01
995,1124,70,2024-04-01
996,1125,77,2024-04-01
997,1125,66,2024-04-01
998,1127,60,2024-04-01
999,1128,15,2024-04-01
1000,1129,183,2024-04-01
1001,1130,147,2024-04-01
1002,1131,112,2024-04-01
1003,1132,142,2024-04-01
1004,1132,49,2024-04-01
1005,1133,78,2024-04-01
1006,1134,152,2024-04-01
1007,1135,129,2024-04-01
1008,1136,63,2024-04-01
1009,1138,104,2024-04-01
1010,1139,129,2024-04-01
1011,1140,83,2024-04-01
1012,1141,131,2024-04-01
1013,1143,100,2024-04-01
1014,1144,164,2024-04-01
1015,1145,77,2024-04-01
1016,1145,199,2024-04-01
1017,1147,153,2024-04-01
1018,1148,48,2024-04-01
1019,1148,27,2024-04-01
1020,1149,61,2024-04-01
1021,1150,134,2024-04-01
1022,1151,80,2024-04-01
1023,1152,110,2024-04-01
1024,1153,16,2024-04-01
1025,1154,113,2024-04-01
1026,1155,150,2024-04-01
1027,1156,21,2024-04-01
1028,1157,30,2024-04-01
1029,1159,187,2024-04-01
1030,1160,179,2024-04-01
1031,1161,105,2024-04-01
1032,1162,180,2024-04-01
1033,1163,164,2024-04-01
1034,1164,78,2024-04-01
1035,1165,57,2024-04-01
1036,1166,140,2024-04-01
1037,1167,103,2024-04-01
1038,1168,132,2024-04-01
1039,1169,197,2024-04-01
1040,1171,124,2024-04-01
1041,1172,28,2024-04-01
1042,1175,91,2024-04-01
1043,1177,96,2024-04-01
1044,1178,168,2024-04-01
1045,1180,198,2024-04-01
1046,1181,103,2024-04-01
1047,1182,10,2024-04-01
1048,1184,172,2024-04-01
1049,1187,106,2024-04-01
1050,1187,137,2024-04-01
1051,1188,170,2024-04-01
1052,1189,138,2024-04-01
1053,1190,38,2024-04-01
1054,1191,42,2024-04-01
1055,1192,143,2024-04-01
